Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
4e-06,Algorizzms_1224,Tick,0,0,0,0,,,0,0,0,OK
4e-06,RTGA_1,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Kerberos_183404,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Stonklins_135366,Tick,0,0,0,0,,,0,0,0,OK
4e-06,CAD_81000,Tick,0,0,0,0,,,0,0,0,OK
4e-06,BGAF_2047,Tick,0,0,0,0,,,0,0,0,OK
4e-06,Cosmospoint_9797,Tick,0,0,0,0,,,0,0,0,OK
4e-06,aspac_424242,Tick,0,0,0,0,,,0,0,0,OK
0.243572,Algorizzms_1224,Tick,0,0,0,0,126400,,0,0,0,OK
0.243572,RTGA_1,Tick,0,0,0,0,126400,,0,0,0,OK
0.243572,Kerberos_183404,Tick,0,0,0,0,126400,,0,0,0,OK
0.243572,Stonklins_135366,Tick,0,0,0,0,126400,,0,0,0,OK
0.243572,CAD_81000,Tick,0,0,0,0,126400,,0,0,0,OK
0.243572,BGAF_2047,Tick,0,0,0,0,126400,,0,0,0,OK
0.243572,Cosmospoint_9797,Tick,0,0,0,0,126400,,0,0,0,OK
0.243572,aspac_424242,Tick,0,1,-1,1,126400,,-13,13,13,OK
0.549701,Algorizzms_1224,Tick,0,0,0,0,126200,,0,0,0,OK
0.549701,RTGA_1,Tick,0,0,0,0,126200,,0,0,0,OK
0.549701,Kerberos_183404,Tick,0,0,0,0,126200,,0,0,0,OK
0.549701,Stonklins_135366,Tick,0,70,-70,70,126200,,-886,7886,7886,OK
0.549701,CAD_81000,Tick,0,0,0,0,126200,,0,0,0,OK
0.549701,BGAF_2047,Tick,16,16,0,0,126200,,-405,3605,3605,OK
0.549701,Cosmospoint_9797,Tick,0,15,-15,15,126200,,-190,1690,1690,OK
0.549701,aspac_424242,Tick,9,34,-25,25,126200,,-544,1444,1444,OK
0.713114,Algorizzms_1224,Tick,0,0,0,0,126200,,0,0,0,OK
0.713114,RTGA_1,Tick,0,0,0,0,126200,,0,0,0,OK
0.713114,Kerberos_183404,Tick,0,0,0,0,126200,,0,0,0,OK
0.713114,Stonklins_135366,Tick,0,70,-70,70,126200,,-886,7886,7886,OK
0.713114,CAD_81000,Tick,0,0,0,0,126200,,0,0,0,OK
0.713114,BGAF_2047,Tick,16,16,0,0,126200,,-405,3605,3605,OK
0.713114,Cosmospoint_9797,Tick,0,15,-15,15,126200,,-190,1690,1690,OK
0.713114,aspac_424242,Tick,9,34,-25,25,126200,,-544,1444,1444,OK
1.013932,Algorizzms_1224,Tick,0,0,0,0,126600,,0,0,0,OK
1.013932,RTGA_1,Tick,0,0,0,0,126600,,0,0,0,OK
1.013932,Kerberos_183404,Tick,0,0,0,0,126600,,0,0,0,OK
1.013932,Stonklins_135366,Tick,0,70,-70,70,126600,,-886,7886,7886,OK
