Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3e-06,Apple_951751,Tick,0,0,0,0,,,0,0,0,OK
3e-06,BavarianBourseBandits_219000,Tick,0,0,0,0,,,0,0,0,OK
3e-06,CAD_81000,Tick,0,0,0,0,,,0,0,0,OK
3e-06,JDVSpecials_1,Tick,0,0,0,0,,,0,0,0,OK
3e-06,BGAF_2047,Tick,0,0,0,0,,,0,0,0,OK
3e-06,aspac_424242,Tick,0,0,0,0,,,0,0,0,OK
3e-06,RenTech_1,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Kerberos_183404,Tick,0,0,0,0,,,0,0,0,OK
0.263263,Apple_951751,Tick,0,0,0,0,126400,,0,0,0,OK
0.263263,BavarianBourseBandits_219000,Tick,0,0,0,0,126400,,0,0,0,OK
0.263263,CAD_81000,Tick,0,0,0,0,126400,,0,0,0,OK
0.263263,JDVSpecials_1,Tick,0,1,-1,1,126400,,-13,-87,-87,OK
0.263263,BGAF_2047,Tick,0,0,0,0,126400,,0,0,0,OK
0.263263,aspac_424242,Tick,0,0,0,0,126400,,0,0,0,OK
0.263263,RenTech_1,Tick,0,0,0,0,126400,,0,0,0,OK
0.263263,Kerberos_183404,Tick,0,0,0,0,126400,,0,0,0,OK
0.499305,Apple_951751,Tick,0,30,-30,30,126200,,-380,3380,3380,OK
0.499305,BavarianBourseBandits_219000,Tick,0,40,-40,40,126200,,-506,-1494,-1494,OK
0.499305,CAD_81000,Tick,0,0,0,0,126200,,0,0,0,OK
0.499305,JDVSpecials_1,Tick,30,31,-1,1,126200,,-13,-87,-87,OK
0.499305,BGAF_2047,Tick,10,16,-6,6,126200,,-329,2929,2929,OK
0.499305,aspac_424242,Tick,0,33,-33,33,126200,,-417,417,417,OK
0.499305,RenTech_1,Tick,0,0,0,0,126200,,0,0,0,OK
0.499305,Kerberos_183404,Tick,0,0,0,0,126200,,0,0,0,OK
0.742901,Apple_951751,Tick,0,30,-30,30,126200,,-380,3380,3380,OK
0.742901,BavarianBourseBandits_219000,Tick,0,40,-40,40,126200,,-506,-1494,-1494,OK
0.742901,CAD_81000,Tick,0,0,0,0,126200,,0,0,0,OK
0.742901,JDVSpecials_1,Tick,30,31,-1,1,126200,,-13,-87,-87,OK
