Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
5e-06,BavarianBourseBandits_219000,Tick,0,0,0,0,,,0,0,0,OK
5e-06,JeanJacquesPidjacques_120302,Tick,0,0,0,0,,,0,0,0,OK
5e-06,magnolia_91120,Tick,0,0,0,0,,,0,0,0,OK
5e-06,tangilo_330,Tick,0,0,0,0,,,0,0,0,OK
5e-06,aspac_424242,Tick,0,0,0,0,,,0,0,0,OK
5e-06,JDVSpecials_1,Tick,0,0,0,0,,,0,0,0,OK
5e-06,TheBullishBlackettBros_9109,Tick,0,0,0,0,,,0,0,0,OK
5e-06,BGAF_2047,Tick,0,0,0,0,,,0,0,0,OK
0.201736,BavarianBourseBandits_219000,Tick,0,0,0,0,126400,,0,0,0,OK
0.201736,JeanJacquesPidjacques_120302,Tick,0,0,0,0,126400,,0,0,0,OK
0.201736,magnolia_91120,Tick,0,0,0,0,126400,,0,0,0,OK
0.201736,tangilo_330,Tick,0,0,0,0,126400,,0,0,0,OK
0.201736,aspac_424242,Tick,0,0,0,0,126400,,0,0,0,OK
0.201736,JDVSpecials_1,Tick,0,1,-1,1,126400,,-13,13,13,OK
0.201736,TheBullishBlackettBros_9109,Tick,0,0,0,0,126400,,0,0,0,OK
0.201736,BGAF_2047,Tick,0,0,0,0,126400,,0,0,0,OK
0.486912,BavarianBourseBandits_219000,Tick,0,40,-40,40,126600,,-506,-1494,-1494,OK
0.486912,JeanJacquesPidjacques_120302,Tick,0,0,0,0,126600,,0,0,0,OK
0.486912,magnolia_91120,Tick,0,0,0,0,126600,,0,0,0,OK
0.486912,tangilo_330,Tick,0,19,-19,0,126600,,-241,2405641,2405641,OK
0.486912,aspac_424242,Tick,0,33,-33,33,126600,,-417,417,417,OK
0.486912,JDVSpecials_1,Tick,20,31,-11,11,126600,,113,887,887,OK
0.486912,TheBullishBlackettBros_9109,Tick,0,10,-10,10,126600,,-126,126,126,OK
0.486912,BGAF_2047,Tick,0,16,-16,16,126600,,-203,1803,1803,OK
0.777361,BavarianBourseBandits_219000,Tick,0,40,-40,40,126200,,-506,-1494,-1494,OK
