2023-03-13 01:48:57.384011 [INFO   ] [APP] application started
2023-03-13 01:48:57.384025 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-13 01:48:57.384414 [INFO   ] [CON] connecting to: 172.28.0.2:12345
2023-03-13 01:48:57.384509 [INFO   ] [CON] connected successfully to: 172.28.0.2:12345
2023-03-13 01:48:57.384524 [INFO   ] [BASE] logging in with teamname='BGAF_2047' and secret='f16c03fe24f34f008d4f252bacc9c478'
2023-03-13 01:49:14.850301 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 126400; ask volumes: 11980; bid prices: 126200; bid volumes: 2560
2023-03-13 01:49:14.850334 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 0; bid volumes: 0
2023-03-13 01:49:14.944135 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 126400; ask volumes: 1; bid prices: 0; bid volumes: 0
2023-03-13 01:49:15.052524 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 126500; ask volumes: 1590; bid prices: 126300; bid volumes: 1000
2023-03-13 01:49:15.052535 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 126400; ask volumes: 82; bid prices: 126200; bid volumes: 50
2023-03-13 01:49:15.058324 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 126400; ask volumes: 20; bid prices: 0; bid volumes: 0
2023-03-13 01:49:15.295733 [INFO   ] [AUTO] order 5 filled for 16 lots at $126600 cents
2023-03-13 01:49:15.296164 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 126500; ask volumes: 63; bid prices: 0; bid volumes: 0
2023-03-13 01:49:15.296870 [INFO   ] [AUTO] hedge order 9 filled for 16 lots at $126500 average price in cents
2023-03-13 01:49:15.337129 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 126500; ask volumes: 4560; bid prices: 126300; bid volumes: 8000
2023-03-13 01:49:15.337139 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 126700; ask volumes: 33; bid prices: 126600; bid volumes: 18
2023-03-13 01:49:15.337568 [INFO   ] [AUTO] order 7 filled for 9 lots at $126200 cents
2023-03-13 01:49:15.339355 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 126600; bid volumes: 18
2023-03-13 01:49:15.340897 [INFO   ] [AUTO] hedge order 10 filled for 9 lots at $126300 average price in cents
2023-03-13 01:49:15.628098 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 126600; ask volumes: 1000; bid prices: 126500; bid volumes: 1000
2023-03-13 01:49:15.628109 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 126500; ask volumes: 32; bid prices: 126300; bid volumes: 50
2023-03-13 01:49:15.634079 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 126500; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-13 01:49:15.803132 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 126600; ask volumes: 1030; bid prices: 126500; bid volumes: 1000
2023-03-13 01:49:15.803143 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 126600; ask volumes: 22; bid prices: 126400; bid volumes: 91
2023-03-13 01:49:16.045288 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 126700; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-13 01:49:16.057469 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 126800; ask volumes: 1860; bid prices: 126700; bid volumes: 10000
2023-03-13 01:49:16.057481 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 126600; ask volumes: 32; bid prices: 126400; bid volumes: 141
2023-03-13 01:49:16.059856 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 126600; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-13 01:49:16.061729 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 126700; ask volumes: 29; bid prices: 0; bid volumes: 0
2023-03-13 01:49:16.237524 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 126800; ask volumes: 1860; bid prices: 0; bid volumes: 0
2023-03-13 01:49:16.357972 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 127200; ask volumes: 2000; bid prices: 127100; bid volumes: 1000
2023-03-13 01:49:16.357983 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 126800; ask volumes: 22; bid prices: 126600; bid volumes: 54
2023-03-13 01:49:16.359201 [INFO   ] [AUTO] order 15 filled for 15 lots at $126900 cents
2023-03-13 01:49:16.359356 [INFO   ] [AUTO] order 16 filled for 13 lots at $127000 cents
2023-03-13 01:49:16.359941 [INFO   ] [AUTO] hedge order 23 filled for 15 lots at $127200 average price in cents
2023-03-13 01:49:16.359978 [INFO   ] [AUTO] hedge order 24 filled for 13 lots at $127200 average price in cents
2023-03-13 01:49:16.360467 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 126900; ask volumes: 28; bid prices: 0; bid volumes: 0
2023-03-13 01:49:16.618442 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 127200; ask volumes: 2000; bid prices: 127000; bid volumes: 12990
2023-03-13 01:49:16.618452 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 127200; ask volumes: 25; bid prices: 127000; bid volumes: 20
2023-03-13 01:49:16.895425 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 127300; ask volumes: 2000; bid prices: 127100; bid volumes: 3990
2023-03-13 01:49:16.895435 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 127200; ask volumes: 25; bid prices: 127000; bid volumes: 50
2023-03-13 01:49:17.102894 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 127400; ask volumes: 7570; bid prices: 127200; bid volumes: 3000
2023-03-13 01:49:17.102904 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 127300; ask volumes: 49; bid prices: 127000; bid volumes: 119
2023-03-13 01:49:17.399864 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 127400; ask volumes: 5980; bid prices: 127200; bid volumes: 3980
2023-03-13 01:49:17.399881 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 127300; ask volumes: 10; bid prices: 127100; bid volumes: 69
2023-03-13 01:49:17.442675 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 127300; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-13 01:49:17.585623 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 127400; ask volumes: 2000; bid prices: 127300; bid volumes: 10980
2023-03-13 01:49:17.585634 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 127400; ask volumes: 4; bid prices: 127100; bid volumes: 119
2023-03-13 01:49:17.692775 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 127400; ask volumes: 2000; bid prices: 0; bid volumes: 0
