Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3e-06,HighEntropy_149572,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Shedneryan_223251,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Algorizz_12321,Tick,0,0,0,0,,,0,0,0,OK
3e-06,BGAF_2047,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Chi_squared_314159,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Edius_2735,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Cosmospoint_9797,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Noedgeonlyvol_2557,Tick,0,0,0,0,,,0,0,0,OK
0.233151,HighEntropy_149572,Tick,0,0,0,0,126400,,0,0,0,OK
0.233151,Shedneryan_223251,Tick,0,1,-1,0,126400,,-13,126413,126413,OK
0.233151,Algorizz_12321,Tick,0,0,0,0,126400,,0,0,0,OK
0.233151,BGAF_2047,Tick,0,0,0,0,126400,,0,0,0,OK
0.233151,Chi_squared_314159,Tick,0,0,0,0,126400,,0,0,0,OK
0.233151,Edius_2735,Tick,0,0,0,0,126400,,0,0,0,OK
0.233151,Cosmospoint_9797,Tick,0,0,0,0,126400,,0,0,0,OK
0.233151,Noedgeonlyvol_2557,Tick,0,0,0,0,126400,,0,0,0,OK
0.483709,HighEntropy_149572,Tick,0,80,-80,0,126300,,-1013,10129013,10129013,OK
0.483709,Shedneryan_223251,Tick,37,50,-13,0,126300,,-1100,1652900,1652900,OK
0.483709,Algorizz_12321,Tick,0,0,0,0,126300,,0,0,0,OK
0.483709,BGAF_2047,Tick,0,7,-7,7,126300,,-89,789,789,OK
0.483709,Chi_squared_314159,Tick,0,0,0,0,126300,,0,0,0,OK
0.483709,Edius_2735,Tick,0,0,0,0,126300,,0,0,0,OK
0.483709,Cosmospoint_9797,Tick,0,0,0,0,126300,,0,0,0,OK
0.483709,Noedgeonlyvol_2557,Tick,0,10,-10,0,126300,,-126,1265126,1265126,OK
0.745177,HighEntropy_149572,Tick,0,80,-80,0,126300,,-1013,10129013,10129013,OK
0.745177,Shedneryan_223251,Tick,37,50,-13,0,126300,,-1100,1652900,1652900,OK
0.745177,Algorizz_12321,Tick,0,0,0,0,126300,,0,0,0,OK
0.745177,BGAF_2047,Tick,0,7,-7,7,126300,,-89,789,789,OK
0.745177,Chi_squared_314159,Tick,0,0,0,0,126300,,0,0,0,OK
0.745177,Edius_2735,Tick,0,0,0,0,126300,,0,0,0,OK
0.745177,Cosmospoint_9797,Tick,0,0,0,0,126300,,0,0,0,OK
0.745177,Noedgeonlyvol_2557,Tick,0,10,-10,1,126300,,-126,1138526,1138526,OK
1.00198,HighEntropy_149572,Tick,0,80,-80,0,126300,,-1013,10129013,10129013,OK
1.00198,Shedneryan_223251,Tick,37,50,-13,0,126300,,-1100,1652900,1652900,OK
1.00198,Algorizz_12321,Tick,0,0,0,0,126300,,0,0,0,OK
1.00198,BGAF_2047,Tick,0,7,-7,7,126300,,-89,789,789,OK
1.00198,Chi_squared_314159,Tick,0,0,0,0,126300,,0,0,0,OK
1.00198,Edius_2735,Tick,0,0,0,0,126300,,0,0,0,OK
1.00198,Cosmospoint_9797,Tick,0,0,0,0,126300,,0,0,0,OK
1.00198,Noedgeonlyvol_2557,Tick,0,10,-10,3,126300,,-126,885226,885226,OK
1.282349,HighEntropy_149572,Tick,0,80,-80,0,126600,126700,-1013,10129013,1013,OK
1.282349,Shedneryan_223251,Tick,37,60,-23,0,126600,126700,-1227,2919027,7227,OK
1.282349,Algorizz_12321,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.282349,BGAF_2047,Tick,0,7,-7,7,126600,126700,-89,789,1489,OK
1.282349,Chi_squared_314159,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.282349,Edius_2735,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.282349,Cosmospoint_9797,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.282349,Noedgeonlyvol_2557,Tick,10,10,0,4,126600,126700,127,-507827,-1027,OK
1.483576,HighEntropy_149572,Tick,0,80,-80,0,126800,126800,-1013,10129013,-14987,OK
1.483576,Shedneryan_223251,Tick,37,79,-42,0,126800,126800,-1468,5328468,2868,OK
1.483576,Algorizz_12321,Tick,0,0,0,0,126800,126800,0,0,0,OK
1.483576,BGAF_2047,Tick,0,7,-7,7,126800,126800,-89,789,789,OK
1.483576,Chi_squared_314159,Tick,0,0,0,0,126800,126800,0,0,0,OK
1.483576,Edius_2735,Tick,0,0,0,0,126800,126800,0,0,0,OK
1.483576,Cosmospoint_9797,Tick,0,0,0,0,126800,126800,0,0,0,OK
1.483576,Noedgeonlyvol_2557,Tick,29,10,19,3,126800,126800,609,-2790509,-909,OK
1.733289,HighEntropy_149572,Tick,0,80,-80,0,127000,126800,-1013,10129013,-30987,OK
1.733289,Shedneryan_223251,Tick,108,79,29,0,127000,126800,334,-3687334,-4334,OK
1.733289,Algorizz_12321,Tick,0,0,0,0,127000,126800,0,0,0,OK
1.733289,BGAF_2047,Tick,0,28,-28,28,127000,126800,-355,-4645,-10245,OK
1.733289,Chi_squared_314159,Tick,0,25,-25,25,127000,126800,-318,-4682,-9682,OK
1.733289,Edius_2735,Tick,0,10,-10,10,127000,126800,-127,-1873,-3873,OK
1.733289,Cosmospoint_9797,Tick,0,15,-15,15,127000,126800,-190,-4310,-7310,OK
1.733289,Noedgeonlyvol_2557,Tick,29,10,19,2,127000,126800,609,-2663409,3191,OK
1.998834,HighEntropy_149572,Tick,0,80,-80,0,127000,126800,-1013,10129013,-30987,OK
1.998834,Shedneryan_223251,Tick,108,79,29,0,127000,126800,334,-3687334,-4334,OK
1.998834,Algorizz_12321,Tick,0,0,0,0,127000,126800,0,0,0,OK
1.998834,BGAF_2047,Tick,0,28,-28,28,127000,126800,-355,-4645,-10245,OK
1.998834,Chi_squared_314159,Tick,0,25,-25,25,127000,126800,-318,-4682,-9682,OK
1.998834,Edius_2735,Tick,0,10,-10,10,127000,126800,-127,-1873,-3873,OK
1.998834,Cosmospoint_9797,Tick,0,15,-15,15,127000,126800,-190,-4310,-7310,OK
1.998834,Noedgeonlyvol_2557,Tick,29,10,19,0,127000,126800,609,-2409309,3691,OK
2.215226,HighEntropy_149572,Tick,0,80,-80,0,127000,126800,-1013,10129013,-30987,OK
2.215226,Shedneryan_223251,Tick,108,79,29,0,127000,126800,334,-3687334,-4334,OK
2.215226,Algorizz_12321,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.215226,BGAF_2047,Tick,0,28,-28,28,127000,126800,-355,-4645,-10245,OK
2.215226,Chi_squared_314159,Tick,0,25,-25,25,127000,126800,-318,-4682,-9682,OK
2.215226,Edius_2735,Tick,0,10,-10,10,127000,126800,-127,-1873,-3873,OK
2.215226,Cosmospoint_9797,Tick,0,15,-15,15,127000,126800,-190,-4310,-7310,OK
2.215226,Noedgeonlyvol_2557,Tick,29,10,19,-1,127000,126800,609,-2282109,4091,OK
2.492119,HighEntropy_149572,Tick,0,80,-80,0,127000,126800,-1013,10129013,-30987,OK
2.492119,Shedneryan_223251,Tick,108,79,29,0,127000,126800,334,-3687334,-4334,OK
2.492119,Algorizz_12321,Tick,0,0,0,0,127000,126800,0,0,0,OK
2.492119,BGAF_2047,Tick,0,28,-28,28,127000,126800,-355,-4645,-10245,OK
2.492119,Chi_squared_314159,Tick,0,25,-25,25,127000,126800,-318,-4682,-9682,OK
2.492119,Edius_2735,Tick,0,10,-10,10,127000,126800,-127,-1873,-3873,OK
2.492119,Cosmospoint_9797,Tick,0,15,-15,15,127000,126800,-190,-4310,-7310,OK
2.492119,Noedgeonlyvol_2557,Tick,29,10,19,-2,127000,126800,609,-2154909,4491,OK
2.797224,HighEntropy_149572,Tick,0,80,-80,0,127400,127400,-1013,10129013,-62987,OK
2.797224,Shedneryan_223251,Tick,108,114,-6,0,127400,127400,-112,772112,7712,OK
2.797224,Algorizz_12321,Tick,0,0,0,0,127400,127400,0,0,0,OK
2.797224,BGAF_2047,Tick,0,28,-28,28,127400,127400,-355,-4645,-4645,OK
