Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3e-06,magnolia_91120,Tick,0,0,0,0,,,0,0,0,OK
3e-06,traderen_7,Tick,0,0,0,0,,,0,0,0,OK
3e-06,FarrosAlgo_1,Tick,0,0,0,0,,,0,0,0,OK
3e-06,cs_529_529,Tick,0,0,0,0,,,0,0,0,OK
3e-06,BGAF_2047,Tick,0,0,0,0,,,0,0,0,OK
3e-06,RFellas_658950,Tick,0,0,0,0,,,0,0,0,OK
0.207727,magnolia_91120,Tick,0,0,0,0,126400,,0,0,0,OK
0.207727,traderen_7,Tick,0,0,0,0,126400,,0,0,0,OK
0.207727,FarrosAlgo_1,Tick,0,0,0,0,126400,,0,0,0,OK
0.207727,cs_529_529,Tick,0,1,-1,1,126400,,-13,-87,-87,OK
0.207727,BGAF_2047,Tick,0,0,0,0,126400,,0,0,0,OK
0.207727,RFellas_658950,Tick,0,0,0,0,126400,,0,0,0,OK
0.491429,magnolia_91120,Tick,0,0,0,0,126600,,0,0,0,OK
0.491429,traderen_7,Tick,0,0,0,0,126600,,0,0,0,OK
0.491429,FarrosAlgo_1,Tick,0,0,0,0,126600,,0,0,0,OK
0.491429,cs_529_529,Tick,10,11,-1,1,126600,,-266,166,166,OK
0.491429,BGAF_2047,Tick,0,16,-16,16,126600,,-203,1803,1803,OK
0.491429,RFellas_658950,Tick,0,10,-10,10,126600,,253,-1253,-1253,OK
0.766601,magnolia_91120,Tick,0,3,-3,3,126600,,76,224,224,OK
0.766601,traderen_7,Tick,0,0,0,0,126600,,0,0,0,OK
0.766601,FarrosAlgo_1,Tick,0,0,0,0,126600,,0,0,0,OK
0.766601,cs_529_529,Tick,10,21,-11,11,126600,,-13,913,913,OK
0.766601,BGAF_2047,Tick,0,16,-16,16,126600,,-203,1803,1803,OK
0.766601,RFellas_658950,Tick,0,20,-20,20,126600,,506,-506,-506,OK
0.966648,magnolia_91120,Tick,0,3,-3,3,126700,,76,224,224,OK
0.966648,traderen_7,Tick,0,0,0,0,126700,,0,0,0,OK
0.966648,FarrosAlgo_1,Tick,0,0,0,0,126700,,0,0,0,OK
0.966648,cs_529_529,Tick,20,21,-1,1,126700,,240,-1340,-1340,OK
0.966648,BGAF_2047,Tick,0,26,-26,26,126700,,-330,1930,1930,OK
0.966648,RFellas_658950,Tick,0,20,-20,20,126700,,506,-506,-506,OK
1.298715,magnolia_91120,Tick,0,3,-3,3,126600,126700,76,224,524,OK
1.298715,traderen_7,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.298715,FarrosAlgo_1,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.298715,cs_529_529,Tick,20,21,-1,1,126600,126700,240,-1340,-1240,OK
