Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3e-06,BQL_5,Tick,0,0,0,0,,,0,0,0,OK
3e-06,SicilianDragon_161660,Tick,0,0,0,0,,,0,0,0,OK
3e-06,QuantForce_110721,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Zhengda_401194,Tick,0,0,0,0,,,0,0,0,OK
3e-06,PlayerOne_1337,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Algorizz_12321,Tick,0,0,0,0,,,0,0,0,OK
3e-06,BGAF_2047,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Emineminem_522023,Tick,0,0,0,0,,,0,0,0,OK
0.204174,BQL_5,Tick,0,0,0,0,,,0,0,0,OK
0.204174,SicilianDragon_161660,Tick,0,0,0,0,,,0,0,0,OK
0.204174,QuantForce_110721,Tick,0,0,0,0,,,0,0,0,OK
0.204174,Zhengda_401194,Tick,0,0,0,0,,,0,0,0,OK
0.204174,PlayerOne_1337,Tick,0,0,0,0,,,0,0,0,OK
0.204174,Algorizz_12321,Tick,0,0,0,0,,,0,0,0,OK
0.204174,BGAF_2047,Tick,0,0,0,0,,,0,0,0,OK
0.204174,Emineminem_522023,Tick,0,0,0,0,,,0,0,0,OK
0.485558,BQL_5,Tick,0,0,0,0,,,0,0,0,OK
0.485558,SicilianDragon_161660,Tick,0,0,0,0,,,0,0,0,OK
0.485558,QuantForce_110721,Tick,0,0,0,0,,,0,0,0,OK
0.485558,Zhengda_401194,Tick,0,0,0,0,,,0,0,0,OK
0.485558,PlayerOne_1337,Tick,0,0,0,0,,,0,0,0,OK
0.485558,Algorizz_12321,Tick,0,0,0,0,,,0,0,0,OK
0.485558,BGAF_2047,Tick,0,0,0,0,,,0,0,0,OK
0.485558,Emineminem_522023,Tick,0,0,0,0,,,0,0,0,OK
0.731405,BQL_5,Tick,0,0,0,0,,,0,0,0,OK
0.731405,SicilianDragon_161660,Tick,0,0,0,0,,,0,0,0,OK
0.731405,QuantForce_110721,Tick,0,0,0,0,,,0,0,0,OK
0.731405,Zhengda_401194,Tick,0,0,0,0,,,0,0,0,OK
0.731405,PlayerOne_1337,Tick,0,0,0,0,,,0,0,0,OK
0.731405,Algorizz_12321,Tick,0,0,0,0,,,0,0,0,OK
0.731405,BGAF_2047,Tick,0,0,0,0,,,0,0,0,OK
0.731405,Emineminem_522023,Tick,0,0,0,0,,,0,0,0,OK
0.99208,BQL_5,Tick,0,0,0,0,,140400,0,0,0,OK
0.99208,SicilianDragon_161660,Tick,0,0,0,0,,140400,0,0,0,OK
0.99208,QuantForce_110721,Tick,0,0,0,0,,140400,0,0,0,OK
0.99208,Zhengda_401194,Tick,0,0,0,0,,140400,0,0,0,OK
0.99208,PlayerOne_1337,Tick,0,0,0,0,,140400,0,0,0,OK
0.99208,Algorizz_12321,Tick,0,0,0,0,,140400,0,0,0,OK
0.99208,BGAF_2047,Tick,0,0,0,0,,140400,0,0,0,OK
0.99208,Emineminem_522023,Tick,0,0,0,0,,140400,0,0,0,OK
1.202244,BQL_5,Tick,0,0,0,0,,140400,0,0,0,OK
1.202244,SicilianDragon_161660,Tick,0,0,0,0,,140400,0,0,0,OK
1.202244,QuantForce_110721,Tick,0,0,0,0,,140400,0,0,0,OK
1.202244,Zhengda_401194,Tick,0,0,0,0,,140400,0,0,0,OK
1.202244,PlayerOne_1337,Tick,0,0,0,0,,140400,0,0,0,OK
1.202244,Algorizz_12321,Tick,0,0,0,0,,140400,0,0,0,OK
1.202244,BGAF_2047,Tick,0,0,0,0,,140400,0,0,0,OK
1.202244,Emineminem_522023,Tick,0,0,0,0,,140400,0,0,0,OK
1.539381,BQL_5,Tick,0,0,0,0,,140400,0,0,0,OK
1.539381,SicilianDragon_161660,Tick,0,0,0,0,,140400,0,0,0,OK
1.539381,QuantForce_110721,Tick,0,0,0,0,,140400,0,0,0,OK
1.539381,Zhengda_401194,Tick,0,0,0,0,,140400,0,0,0,OK
1.539381,PlayerOne_1337,Tick,0,0,0,0,,140400,0,0,0,OK
1.539381,Algorizz_12321,Tick,0,0,0,0,,140400,0,0,0,OK
1.539381,BGAF_2047,Tick,0,0,0,0,,140400,0,0,0,OK
1.539381,Emineminem_522023,Tick,0,0,0,0,,140400,0,0,0,OK
1.709296,BQL_5,Tick,0,0,0,0,,140400,0,0,0,OK
1.709296,SicilianDragon_161660,Tick,0,0,0,0,,140400,0,0,0,OK
1.709296,QuantForce_110721,Tick,0,0,0,0,,140400,0,0,0,OK
1.709296,Zhengda_401194,Tick,0,0,0,0,,140400,0,0,0,OK
1.709296,PlayerOne_1337,Tick,0,0,0,0,,140400,0,0,0,OK
1.709296,Algorizz_12321,Tick,0,0,0,0,,140400,0,0,0,OK
1.709296,BGAF_2047,Tick,0,0,0,0,,140400,0,0,0,OK
1.709296,Emineminem_522023,Tick,0,0,0,0,,140400,0,0,0,OK
