2023-03-17 00:26:15.088868 [INFO   ] [APP] application started
2023-03-17 00:26:15.088883 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-17 00:26:15.089290 [INFO   ] [CON] connecting to: 172.24.0.2:12345
2023-03-17 00:26:15.089386 [INFO   ] [CON] connected successfully to: 172.24.0.2:12345
2023-03-17 00:26:15.089401 [INFO   ] [BASE] logging in with teamname='BGAF_2047' and secret='b2d0da0fe9ee4322871f1d6be47bbf4f'
2023-03-17 00:26:32.656160 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 12000; bid prices: 140300; bid volumes: 4320
2023-03-17 00:26:32.656183 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 0; bid volumes: 0
2023-03-17 00:26:32.860270 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 12000; bid prices: 140300; bid volumes: 4320
2023-03-17 00:26:32.860281 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 111; bid prices: 140200; bid volumes: 111
2023-03-17 00:26:33.141648 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 140300; bid volumes: 4000
2023-03-17 00:26:33.141659 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 111; bid prices: 140200; bid volumes: 111
2023-03-17 00:26:33.387493 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 140300; bid volumes: 4000
2023-03-17 00:26:33.387504 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 111; bid prices: 140200; bid volumes: 116
2023-03-17 00:26:33.639973 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-17 00:26:33.648171 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140600; ask volumes: 3000; bid prices: 140400; bid volumes: 6790
2023-03-17 00:26:33.648181 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 111; bid prices: 140200; bid volumes: 116
2023-03-17 00:26:33.858324 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140600; ask volumes: 13790; bid prices: 140400; bid volumes: 5000
2023-03-17 00:26:33.858335 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140700; ask volumes: 111; bid prices: 140300; bid volumes: 116
2023-03-17 00:26:34.090949 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 140400; bid volumes: 4000
2023-03-17 00:26:34.195464 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 2000; bid prices: 140300; bid volumes: 14790
2023-03-17 00:26:34.195474 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140700; ask volumes: 111; bid prices: 140300; bid volumes: 111
2023-03-17 00:26:34.365777 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 2000; bid prices: 140300; bid volumes: 14790
2023-03-17 00:26:34.365788 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 216; bid prices: 140200; bid volumes: 116
2023-03-17 00:26:34.430976 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 140600; ask volumes: 125; bid prices: 0; bid volumes: 0
2023-03-17 00:26:34.678370 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 2000; bid prices: 140400; bid volumes: 11790
2023-03-17 00:26:34.678381 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 91; bid prices: 140200; bid volumes: 116
2023-03-17 00:26:34.873209 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 2000; bid prices: 140400; bid volumes: 10790
2023-03-17 00:26:34.873393 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 91; bid prices: 140500; bid volumes: 3
2023-03-17 00:26:35.047117 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 140500; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-17 00:26:35.195064 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140600; ask volumes: 15000; bid prices: 140400; bid volumes: 11950
2023-03-17 00:26:35.195074 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 91; bid prices: 140500; bid volumes: 3
2023-03-17 00:26:35.390144 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140600; ask volumes: 15000; bid prices: 140400; bid volumes: 11950
2023-03-17 00:26:35.390154 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140700; ask volumes: 86; bid prices: 140500; bid volumes: 3
2023-03-17 00:26:35.390370 [INFO   ] [AUTO] order 17 filled for 16 lots at $140700 cents
2023-03-17 00:26:35.390561 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 140700; ask volumes: 47; bid prices: 0; bid volumes: 0
2023-03-17 00:26:35.391432 [INFO   ] [AUTO] hedge order 19 filled for 16 lots at $140600 average price in cents
2023-03-17 00:26:35.692786 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140600; ask volumes: 14010; bid prices: 140400; bid volumes: 3960
2023-03-17 00:26:35.692797 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140700; ask volumes: 39; bid prices: 140500; bid volumes: 3
2023-03-17 00:26:35.946646 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 2050; bid prices: 140400; bid volumes: 1160
2023-03-17 00:26:35.946657 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140700; ask volumes: 17; bid prices: 140500; bid volumes: 3
2023-03-17 00:26:36.203697 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 140500; ask volumes: 1050; bid prices: 0; bid volumes: 0
2023-03-17 00:26:36.209301 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140700; ask volumes: 1000; bid prices: 140600; bid volumes: 10790
2023-03-17 00:26:36.209313 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 31; bid prices: 140500; bid volumes: 3
2023-03-17 00:26:36.363247 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140700; ask volumes: 3000; bid prices: 140500; bid volumes: 11790
2023-03-17 00:26:36.363257 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140800; ask volumes: 26; bid prices: 140600; bid volumes: 59
2023-03-17 00:26:36.616419 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140600; ask volumes: 5000; bid prices: 140400; bid volumes: 11800
2023-03-17 00:26:36.616429 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140800; ask volumes: 26; bid prices: 140500; bid volumes: 48
2023-03-17 00:26:36.729428 [INFO   ] [AUTO] order 28 filled for 14 lots at $140700 cents
2023-03-17 00:26:36.729515 [INFO   ] [AUTO] order 29 filled for 28 lots at $140800 cents
2023-03-17 00:26:36.730223 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 140700; ask volumes: 31; bid prices: 0; bid volumes: 0
2023-03-17 00:26:36.730373 [INFO   ] [AUTO] hedge order 32 filled for 14 lots at $140600 average price in cents
2023-03-17 00:26:36.730412 [INFO   ] [AUTO] hedge order 33 filled for 28 lots at $140600 average price in cents
2023-03-17 00:26:36.936257 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140600; ask volumes: 3000; bid prices: 140400; bid volumes: 11960
2023-03-17 00:26:36.936267 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140800; ask volumes: 97; bid prices: 140500; bid volumes: 3
2023-03-17 00:26:37.116284 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 2000; bid prices: 140400; bid volumes: 2960
2023-03-17 00:26:37.116295 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140700; ask volumes: 11; bid prices: 140500; bid volumes: 3
2023-03-17 00:26:37.192513 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 140500; ask volumes: 1000; bid prices: 0; bid volumes: 0
2023-03-17 00:26:37.414146 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140600; ask volumes: 13000; bid prices: 140400; bid volumes: 9800
2023-03-17 00:26:37.414156 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 11; bid prices: 140500; bid volumes: 3
2023-03-17 00:26:37.477988 [INFO   ] [AUTO] order 36 filled for 6 lots at $140400 cents
2023-03-17 00:26:37.478211 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 140500; bid volumes: 3
2023-03-17 00:26:37.478589 [INFO   ] [AUTO] hedge order 42 filled for 6 lots at $140500 average price in cents
2023-03-17 00:26:37.591162 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 140500; bid volumes: 580
2023-03-17 00:26:37.620340 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 1000; bid prices: 140400; bid volumes: 580
2023-03-17 00:26:37.620350 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140700; ask volumes: 11; bid prices: 140400; bid volumes: 65
2023-03-17 00:26:37.623103 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 140400; bid volumes: 580
2023-03-17 00:26:37.891466 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 3000; bid prices: 140200; bid volumes: 9000
2023-03-17 00:26:37.891478 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 56; bid prices: 140400; bid volumes: 20
2023-03-17 00:26:38.028159 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 140200; bid volumes: 3
2023-03-17 00:26:38.133981 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 140300; bid volumes: 9000
2023-03-17 00:26:38.133992 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 56; bid prices: 140200; bid volumes: 28
2023-03-17 00:26:38.135483 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 140500; ask volumes: 55; bid prices: 0; bid volumes: 0
2023-03-17 00:26:38.382210 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 140300; bid volumes: 9000
2023-03-17 00:26:38.382220 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 1; bid prices: 140300; bid volumes: 25
2023-03-17 00:26:38.655488 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 1000; bid prices: 140300; bid volumes: 29030
2023-03-17 00:26:38.655498 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 3; bid prices: 140300; bid volumes: 70
2023-03-17 00:26:38.782225 [INFO   ] [AUTO] order 45 filled for 8 lots at $140600 cents
2023-03-17 00:26:38.782423 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 140500; ask volumes: 3; bid prices: 0; bid volumes: 0
2023-03-17 00:26:38.782537 [INFO   ] [AUTO] hedge order 51 filled for 8 lots at $140400 average price in cents
2023-03-17 00:26:38.940465 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 140400; ask volumes: 1000; bid prices: 0; bid volumes: 0
2023-03-17 00:26:38.940551 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 3000; bid prices: 140300; bid volumes: 29030
2023-03-17 00:26:38.940561 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 51; bid prices: 140300; bid volumes: 84
2023-03-17 00:26:39.187581 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 1000; bid prices: 140400; bid volumes: 10770
2023-03-17 00:26:39.187591 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 27; bid prices: 140300; bid volumes: 84
2023-03-17 00:26:39.390678 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 5000; bid prices: 140300; bid volumes: 28030
2023-03-17 00:26:39.390689 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 27; bid prices: 140400; bid volumes: 85
2023-03-17 00:26:39.544720 [INFO   ] [AUTO] order 56 filled for 26 lots at $140300 cents
2023-03-17 00:26:39.551889 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 140300; bid volumes: 44
2023-03-17 00:26:39.551971 [INFO   ] [AUTO] hedge order 58 filled for 26 lots at $140300 average price in cents
2023-03-17 00:26:39.622504 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 3000; bid prices: 140300; bid volumes: 30020
2023-03-17 00:26:39.622514 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 27; bid prices: 140300; bid volumes: 27
2023-03-17 00:26:39.869772 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 16780; bid prices: 140300; bid volumes: 17250
2023-03-17 00:26:39.869783 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 83; bid prices: 140300; bid volumes: 14
2023-03-17 00:26:40.156865 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 3000; bid prices: 140300; bid volumes: 17250
2023-03-17 00:26:40.156876 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 58; bid prices: 140200; bid volumes: 287
2023-03-17 00:26:40.229224 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 140300; bid volumes: 14
2023-03-17 00:26:40.294738 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 140200; bid volumes: 86
2023-03-17 00:26:40.390334 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 4000; bid prices: 140300; bid volumes: 17250
2023-03-17 00:26:40.390344 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 58; bid prices: 140200; bid volumes: 135
2023-03-17 00:26:40.661559 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 3000; bid prices: 140300; bid volumes: 17250
2023-03-17 00:26:40.661569 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 58; bid prices: 140300; bid volumes: 13
2023-03-17 00:26:40.783799 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 140500; ask volumes: 2; bid prices: 0; bid volumes: 0
2023-03-17 00:26:40.923532 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 4000; bid prices: 140300; bid volumes: 17250
2023-03-17 00:26:40.923542 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 56; bid prices: 140300; bid volumes: 13
2023-03-17 00:26:41.114529 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 3000; bid prices: 140300; bid volumes: 17250
2023-03-17 00:26:41.114539 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 106; bid prices: 140300; bid volumes: 13
2023-03-17 00:26:41.344281 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 140400; ask volumes: 1000; bid prices: 0; bid volumes: 0
