Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
3e-06,TheWinnerJoker_1,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Mathrandom_697725,Tick,0,0,0,0,,,0,0,0,OK
3e-06,BGAF_2047,Tick,0,0,0,0,,,0,0,0,OK
3e-06,nineonine_251002,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Algorizz_12321,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Emineminem_522023,Tick,0,0,0,0,,,0,0,0,OK
3e-06,BQL_5,Tick,0,0,0,0,,,0,0,0,OK
3e-06,Camelot_711,Tick,0,0,0,0,,,0,0,0,OK
0.275681,TheWinnerJoker_1,Tick,0,0,0,0,140300,,0,0,0,OK
0.275681,Mathrandom_697725,Tick,0,4,-4,4,140300,,112,-912,-912,OK
0.275681,BGAF_2047,Tick,0,0,0,0,140300,,0,0,0,OK
0.275681,nineonine_251002,Tick,4,0,4,-4,140300,,-56,56,56,OK
0.275681,Algorizz_12321,Tick,0,0,0,0,140300,,0,0,0,OK
0.275681,Emineminem_522023,Tick,0,0,0,0,140300,,0,0,0,OK
0.275681,BQL_5,Tick,0,0,0,0,140300,,0,0,0,OK
0.275681,Camelot_711,Tick,0,0,0,0,140300,,0,0,0,OK
0.482643,TheWinnerJoker_1,Tick,0,0,0,0,140500,,0,0,0,OK
0.482643,Mathrandom_697725,Tick,7,4,3,-3,140500,,309,-2509,-2509,OK
0.482643,BGAF_2047,Tick,0,0,0,0,140500,,0,0,0,OK
0.482643,nineonine_251002,Tick,4,7,-3,3,140500,,-154,154,154,OK
0.482643,Algorizz_12321,Tick,0,0,0,0,140500,,0,0,0,OK
0.482643,Emineminem_522023,Tick,0,0,0,0,140500,,0,0,0,OK
0.482643,BQL_5,Tick,0,0,0,0,140500,,0,0,0,OK
0.482643,Camelot_711,Tick,0,0,0,0,140500,,0,0,0,OK
