2023-03-17 01:14:20.862599 [INFO   ] [APP] application started
2023-03-17 01:14:20.862614 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-17 01:14:20.863087 [INFO   ] [CON] connecting to: 172.27.0.2:12345
2023-03-17 01:14:20.863204 [INFO   ] [CON] connected successfully to: 172.27.0.2:12345
2023-03-17 01:14:20.863220 [INFO   ] [BASE] logging in with teamname='BGAF_2047' and secret='b070a19f6f03407eb3dc470146ca138d'
2023-03-17 01:14:38.402130 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 12000; bid prices: 140300; bid volumes: 4320
2023-03-17 01:14:38.402164 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 0; bid volumes: 0
2023-03-17 01:14:38.646572 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 12000; bid prices: 140300; bid volumes: 4320
2023-03-17 01:14:38.646586 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140400; ask volumes: 30; bid prices: 140200; bid volumes: 166
2023-03-17 01:14:38.924547 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 140300; bid volumes: 4000
2023-03-17 01:14:38.924559 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140400; ask volumes: 30; bid prices: 140200; bid volumes: 166
2023-03-17 01:14:39.112464 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 140300; bid volumes: 12790
2023-03-17 01:14:39.112476 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140400; ask volumes: 30; bid prices: 140200; bid volumes: 141
2023-03-17 01:14:39.359394 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 10000; bid prices: 140300; bid volumes: 3000
2023-03-17 01:14:39.359404 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140400; ask volumes: 30; bid prices: 140200; bid volumes: 155
2023-03-17 01:14:39.395484 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-17 01:14:39.618858 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140600; ask volumes: 13790; bid prices: 140400; bid volumes: 5000
2023-03-17 01:14:39.618869 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140400; ask volumes: 30; bid prices: 140200; bid volumes: 141
2023-03-17 01:14:39.858836 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 13000; bid prices: 140400; bid volumes: 4000
