2023-03-16 22:48:16.839396 [INFO   ] [APP] application started
2023-03-16 22:48:16.839411 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-16 22:48:16.839866 [INFO   ] [CON] connecting to: 172.18.0.2:12345
2023-03-16 22:48:16.839977 [INFO   ] [CON] connected successfully to: 172.18.0.2:12345
2023-03-16 22:48:16.839992 [INFO   ] [BASE] logging in with teamname='BGAF_2047' and secret='b867f7bdb67e448d90ad737fc865e098'
2023-03-16 22:48:35.004509 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 12000; bid prices: 140300; bid volumes: 4320
2023-03-16 22:48:35.004542 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 0; bid volumes: 0
2023-03-16 22:48:35.008752 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 140300; bid volumes: 4
2023-03-16 22:48:35.279175 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 12000; bid prices: 140300; bid volumes: 4320
2023-03-16 22:48:35.279193 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 10; bid prices: 140300; bid volumes: 6
2023-03-16 22:48:35.282544 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 140500; ask volumes: 7; bid prices: 0; bid volumes: 0
2023-03-16 22:48:35.486124 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 140300; bid volumes: 4000
2023-03-16 22:48:35.486139 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 3; bid prices: 140300; bid volumes: 6
2023-03-16 22:48:35.803425 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 140300; bid volumes: 3000
2023-03-16 22:48:35.803442 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 73; bid prices: 140400; bid volumes: 18
2023-03-16 22:48:35.804949 [INFO   ] [AUTO] order 5 filled for 2 lots at $140500 cents
2023-03-16 22:48:35.805185 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 140500; ask volumes: 5; bid prices: 0; bid volumes: 0
2023-03-16 22:48:35.805370 [INFO   ] [AUTO] hedge order 7 filled for 2 lots at $140400 average price in cents
2023-03-16 22:48:35.981276 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 140300; bid volumes: 3790
2023-03-16 22:48:35.981291 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 59; bid prices: 140400; bid volumes: 10
2023-03-16 22:48:35.985126 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 140400; ask volumes: 2000; bid prices: 0; bid volumes: 0
2023-03-16 22:48:35.986464 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 140400; bid volumes: 1
2023-03-16 22:48:36.256179 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 2000; bid prices: 140400; bid volumes: 5000
2023-03-16 22:48:36.256195 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 69; bid prices: 140400; bid volumes: 9
2023-03-16 22:48:36.259097 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 140500; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-16 22:48:36.451035 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 140400; bid volumes: 4000
2023-03-16 22:48:36.468272 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 13000; bid prices: 140300; bid volumes: 13790
2023-03-16 22:48:36.468285 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140600; ask volumes: 179; bid prices: 140500; bid volumes: 3
2023-03-16 22:48:36.471113 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 140500; bid volumes: 3
2023-03-16 22:48:36.766583 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 140500; ask volumes: 3000; bid prices: 140300; bid volumes: 14950
2023-03-16 22:48:36.766602 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 140500; ask volumes: 7; bid prices: 140300; bid volumes: 49
